SourceFile,GPSLongitude,GPSLatitude
01.JPG,-121.696838888889,45.3725
02.JPG,-121.696638888889,45.3726972222222
03.JPG,-121.696638888889,45.3726972222222
04.JPG,-121.696647222222,45.3727388888889
05.JPG,-121.697227777778,45.3736305555556
06.JPG,-121.697166666667,45.3736305555556
07.JPG,-121.69725,45.3722833333333
08.JPG,-121.698677777778,45.3689333333333
09.JPG,-121.703138888889,45.364475
10.JPG,-121.708983333333,45.330475
11.JPG,-122.301466666667,45.408925
